@relation german
@attribute CHK_ACCT {'<0','0<=X<200','>=200','unknown'}
@attribute DURATION real
@attribute HISTORY {'no credits taken','all credits at this bank paid back duly','existing credits paid back duly till now','delay in paying off in the past','critical account'}
@attribute PURPOSE {'EMPTY','NEW_CAR','USED_CAR','FURNITURE','RADIO/TV','EDUCATION','RETRAINING'}
@attribute AMOUNT real
@attribute SAV_ACCT {'<100','100<=X<500','500<=X<1000','>=1000','unknown'}
@attribute EMPLOYMENT {'unemployed','<1','1<=X<4','4<=X<7','>=7'}
@attribute INSTALL_RATE real
@attribute MARITIAL {'EMPTY','MALE_DIV','MALE_SINGLE','MALE_MAR'}
@attribute CO-APPLICANT { y , n }
@attribute GUARANTOR { y , n }
@attribute TIME_RES {'Dummy','<=1','1<X<=2','2<X<=3','>=4'}
@attribute REAL_ESTATE { y , n }
@attribute PROP_NONE { y , n }
@attribute AGE real
@attribute OTHER_INSTALL { y , n }
@attribute HOUSE {'EMPTY','RENT','OWN_RES'}
@attribute NUM_CREDITS real
@attribute JOB {'unemployed/ unskilled  - non-resident','unskilled - resident','skilled employee / official','management/ self-employed/highly qualified employee/ officer'}
@attribute NUM_DEPEND real
@attribute TELEPHONE { y , n }
@attribute FOREIGN { y , n }
@attribute class { good , bad }
@data
'<0',45,'no credits taken','RETRAINING',11816,'<100','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,29,n,RENT,2,'skilled employee / official',1,n,n,bad
'0<=X<200',24,'existing credits paid back duly till now','RADIO/TV',5084,'unknown','>=7',2,EMPTY,n,n,'>=4',n,n,42,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'>=200',15,'existing credits paid back duly till now','RADIO/TV',2327,'<100','<1',2,EMPTY,n,n,'2<X<=3',y,n,25,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'<0',12,'no credits taken','NEW_CAR',1082,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,n,48,y,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',12,'existing credits paid back duly till now','RADIO/TV',886,'unknown','1<=X<4',4,EMPTY,n,n,'1<X<=2',n,n,21,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',4,'existing credits paid back duly till now','FURNITURE',601,'<100','<1',1,EMPTY,n,n,'2<X<=3',y,n,23,n,RENT,1,'unskilled - resident',2,n,n,good
'<0',24,'critical account','USED_CAR',2957,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,63,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',24,'critical account','RADIO/TV',2611,'<100','>=7',4,MALE_MAR,y,n,'2<X<=3',y,n,46,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',36,'existing credits paid back duly till now','FURNITURE',5179,'<100','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,29,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',21,'delay in paying off in the past','USED_CAR',2993,'<100','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',y,n,28,y,OWN_RES,2,'unskilled - resident',1,n,n,good
'unknown',18,'existing credits paid back duly till now',EMPTY,1943,'<100','<1',4,EMPTY,n,n,'>=4',y,n,23,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',24,'all credits at this bank paid back duly','RETRAINING',1559,'<100','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,n,50,y,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',18,'existing credits paid back duly till now','FURNITURE',3422,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,47,y,OWN_RES,3,'skilled employee / official',2,y,n,good
'0<=X<200',21,'existing credits paid back duly till now','FURNITURE',3976,'unknown','4<=X<7',2,MALE_SINGLE,n,n,'2<X<=3',n,n,35,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',18,'existing credits paid back duly till now','NEW_CAR',6761,'unknown','1<=X<4',2,MALE_SINGLE,n,n,'>=4',n,n,68,n,RENT,2,'skilled employee / official',1,n,n,bad
'unknown',24,'existing credits paid back duly till now','NEW_CAR',1249,'<100','<1',4,MALE_MAR,n,n,'1<X<=2',y,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',9,'existing credits paid back duly till now','RADIO/TV',1364,'<100','4<=X<7',3,MALE_SINGLE,n,n,'>=4',y,n,59,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',12,'existing credits paid back duly till now','RADIO/TV',709,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,57,y,OWN_RES,1,'unskilled - resident',1,n,n,bad
'<0',20,'critical account','NEW_CAR',2235,'<100','1<=X<4',4,MALE_MAR,n,y,'1<X<=2',n,n,33,y,RENT,2,'skilled employee / official',1,n,y,bad
'unknown',24,'critical account','USED_CAR',4042,'unknown','4<=X<7',3,MALE_SINGLE,n,n,'>=4',n,n,43,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',15,'critical account','RADIO/TV',1471,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,y,35,n,EMPTY,2,'skilled employee / official',1,y,n,good
'<0',18,'all credits at this bank paid back duly','NEW_CAR',1442,'<100','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,y,32,n,EMPTY,2,'unskilled - resident',2,n,n,bad
'unknown',36,'delay in paying off in the past','NEW_CAR',10875,'<100','>=7',2,MALE_SINGLE,n,n,'1<X<=2',n,n,45,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'unknown',24,'existing credits paid back duly till now','NEW_CAR',1474,'100<=X<500','<1',4,MALE_MAR,n,n,'2<X<=3',y,n,33,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',10,'existing credits paid back duly till now',EMPTY,894,'unknown','4<=X<7',4,EMPTY,n,n,'2<X<=3',n,n,40,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',15,'critical account','FURNITURE',3343,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,y,28,n,EMPTY,1,'skilled employee / official',1,y,n,good
'<0',15,'existing credits paid back duly till now','NEW_CAR',3959,'<100','1<=X<4',3,EMPTY,n,n,'1<X<=2',n,n,29,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',9,'existing credits paid back duly till now','NEW_CAR',3577,'100<=X<500','1<=X<4',1,MALE_SINGLE,n,y,'1<X<=2',y,n,26,n,RENT,1,'skilled employee / official',2,n,y,good
'unknown',24,'critical account','USED_CAR',5804,'>=1000','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',y,n,27,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',18,'delay in paying off in the past','RETRAINING',2169,'<100','1<=X<4',4,MALE_MAR,n,n,'1<X<=2',n,n,28,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'<0',24,'existing credits paid back duly till now','RADIO/TV',2439,'<100','<1',4,EMPTY,n,n,'>=4',y,n,35,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',27,'critical account','FURNITURE',4526,'>=1000','<1',4,MALE_SINGLE,n,n,'1<X<=2',y,n,32,y,OWN_RES,2,'unskilled - resident',2,y,n,good
'unknown',10,'existing credits paid back duly till now','FURNITURE',2210,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',y,n,25,y,RENT,1,'unskilled - resident',1,n,n,bad
'unknown',15,'existing credits paid back duly till now','FURNITURE',2221,'500<=X<1000','1<=X<4',2,EMPTY,n,n,'>=4',n,n,20,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',18,'existing credits paid back duly till now','RADIO/TV',2389,'<100','<1',4,EMPTY,n,n,'<=1',n,n,27,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',12,'critical account','FURNITURE',3331,'<100','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,42,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',36,'existing credits paid back duly till now','RETRAINING',7409,'unknown','>=7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,37,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',12,'existing credits paid back duly till now','FURNITURE',652,'<100','>=7',4,EMPTY,n,n,'>=4',n,n,24,n,RENT,1,'skilled employee / official',1,n,n,good
'unknown',36,'delay in paying off in the past','FURNITURE',7678,'500<=X<1000','4<=X<7',2,EMPTY,n,n,'>=4',n,n,40,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'>=200',6,'critical account','NEW_CAR',1343,'<100','>=7',1,MALE_SINGLE,n,n,'>=4',y,n,46,n,OWN_RES,2,'skilled employee / official',2,n,y,good
'<0',24,'critical account','RETRAINING',1382,'100<=X<500','4<=X<7',4,MALE_SINGLE,n,n,'<=1',y,n,26,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',15,'existing credits paid back duly till now',EMPTY,874,'unknown','<1',4,EMPTY,n,n,'<=1',y,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',12,'existing credits paid back duly till now','FURNITURE',3590,'<100','1<=X<4',2,MALE_SINGLE,y,n,'1<X<=2',n,n,29,n,OWN_RES,1,'unskilled - resident',2,n,n,good
'0<=X<200',11,'critical account','NEW_CAR',1322,'>=1000','1<=X<4',4,EMPTY,n,n,'>=4',n,n,40,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',18,'all credits at this bank paid back duly','RADIO/TV',1940,'<100','<1',3,MALE_SINGLE,y,n,'>=4',n,y,36,y,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',36,'existing credits paid back duly till now','RADIO/TV',3595,'<100','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',9,'existing credits paid back duly till now','NEW_CAR',1422,'<100','<1',3,MALE_SINGLE,n,n,'1<X<=2',n,y,27,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',30,'critical account','RADIO/TV',6742,'unknown','4<=X<7',2,MALE_SINGLE,n,n,'2<X<=3',n,n,36,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','USED_CAR',7814,'<100','4<=X<7',3,MALE_SINGLE,n,n,'2<X<=3',n,n,38,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',24,'existing credits paid back duly till now','USED_CAR',9277,'unknown','1<=X<4',2,MALE_DIV,n,n,'>=4',n,y,48,n,EMPTY,1,'skilled employee / official',1,y,n,good
'0<=X<200',30,'critical account','NEW_CAR',2181,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,36,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',18,'critical account','RADIO/TV',1098,'<100','unemployed',4,EMPTY,n,n,'>=4',n,n,65,n,OWN_RES,2,'unemployed/ unskilled  - non-resident',1,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','FURNITURE',4057,'<100','4<=X<7',3,MALE_DIV,n,n,'2<X<=3',n,n,43,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'<0',12,'existing credits paid back duly till now','EDUCATION',795,'<100','<1',4,EMPTY,n,n,'>=4',n,n,53,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',24,'critical account','RETRAINING',2825,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'2<X<=3',n,y,34,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'0<=X<200',48,'existing credits paid back duly till now','RETRAINING',15672,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,n,23,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',36,'critical account','NEW_CAR',6614,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,34,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',28,'all credits at this bank paid back duly','USED_CAR',7824,'unknown','<1',3,MALE_SINGLE,n,y,'>=4',y,n,40,y,RENT,2,'skilled employee / official',2,y,n,good
'<0',27,'critical account','RETRAINING',2442,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,43,y,OWN_RES,4,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'unknown',15,'critical account','RADIO/TV',1829,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,46,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',12,'critical account','NEW_CAR',2171,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,n,38,y,OWN_RES,2,'unskilled - resident',1,n,y,good
'0<=X<200',36,'critical account','USED_CAR',5800,'<100','1<=X<4',3,MALE_SINGLE,n,n,'>=4',n,n,34,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',18,'critical account','RADIO/TV',1169,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'2<X<=3',n,n,29,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',36,'delay in paying off in the past','USED_CAR',8947,'unknown','4<=X<7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,31,y,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'<0',21,'existing credits paid back duly till now','RADIO/TV',2606,'<100','<1',4,EMPTY,n,n,'>=4',n,n,28,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',12,'critical account','FURNITURE',1592,'>=1000','4<=X<7',3,EMPTY,n,n,'1<X<=2',n,n,35,n,OWN_RES,1,'skilled employee / official',1,n,y,good
'unknown',15,'existing credits paid back duly till now','FURNITURE',2186,'unknown','4<=X<7',1,EMPTY,n,n,'>=4',y,n,33,y,RENT,1,'unskilled - resident',1,n,n,good
'<0',18,'existing credits paid back duly till now','FURNITURE',4153,'<100','1<=X<4',2,MALE_SINGLE,y,n,'2<X<=3',n,n,42,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',16,'critical account','NEW_CAR',2625,'<100','>=7',2,MALE_SINGLE,n,y,'>=4',n,n,43,y,RENT,1,'skilled employee / official',1,y,n,bad
'unknown',20,'critical account','NEW_CAR',3485,'unknown','<1',2,MALE_DIV,n,n,'>=4',y,n,44,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',36,'critical account','USED_CAR',10477,'unknown','>=7',2,MALE_SINGLE,n,n,'>=4',n,y,42,n,EMPTY,2,'skilled employee / official',1,n,n,good
'unknown',15,'existing credits paid back duly till now','RADIO/TV',1386,'unknown','1<=X<4',4,MALE_MAR,n,n,'1<X<=2',y,n,40,n,RENT,1,'skilled employee / official',1,y,n,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',1278,'<100','>=7',4,MALE_SINGLE,n,n,'<=1',y,n,36,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',12,'existing credits paid back duly till now','RADIO/TV',1107,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',y,n,20,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'<0',21,'existing credits paid back duly till now','NEW_CAR',3763,'unknown','4<=X<7',2,MALE_SINGLE,y,n,'1<X<=2',y,n,24,n,OWN_RES,1,'unskilled - resident',1,n,y,good
'0<=X<200',36,'existing credits paid back duly till now','EDUCATION',3711,'unknown','1<=X<4',2,MALE_MAR,n,n,'1<X<=2',n,n,27,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',15,'delay in paying off in the past','USED_CAR',3594,'<100','<1',1,EMPTY,n,n,'1<X<=2',n,n,46,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'0<=X<200',9,'existing credits paid back duly till now','NEW_CAR',3195,'unknown','1<=X<4',1,EMPTY,n,n,'1<X<=2',y,n,33,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'unknown',36,'delay in paying off in the past','RADIO/TV',4454,'<100','1<=X<4',4,EMPTY,n,n,'>=4',y,n,34,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',24,'critical account','FURNITURE',4736,'<100','<1',2,EMPTY,n,n,'>=4',n,n,25,y,OWN_RES,1,'unskilled - resident',1,n,n,bad
'0<=X<200',30,'existing credits paid back duly till now','RADIO/TV',2991,'unknown','>=7',2,EMPTY,n,n,'>=4',n,n,25,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',11,'existing credits paid back duly till now','RETRAINING',2142,'>=1000','>=7',1,MALE_DIV,n,n,'1<X<=2',y,n,28,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',24,'all credits at this bank paid back duly','RETRAINING',3161,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,31,n,RENT,1,'skilled employee / official',1,y,n,bad
'0<=X<200',48,'no credits taken',EMPTY,18424,'<100','1<=X<4',1,EMPTY,n,n,'1<X<=2',n,n,32,y,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,y,bad
'unknown',10,'existing credits paid back duly till now','USED_CAR',2848,'100<=X<500','1<=X<4',1,MALE_SINGLE,y,n,'1<X<=2',y,n,32,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'<0',6,'existing credits paid back duly till now','NEW_CAR',14896,'<100','>=7',1,MALE_SINGLE,n,n,'>=4',n,y,68,y,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'<0',24,'existing credits paid back duly till now','FURNITURE',2359,'100<=X<500','unemployed',1,MALE_DIV,n,n,'<=1',n,n,33,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',24,'existing credits paid back duly till now','FURNITURE',3345,'<100','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,39,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',18,'critical account','FURNITURE',1817,'<100','1<=X<4',4,EMPTY,n,n,'1<X<=2',n,y,28,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',48,'delay in paying off in the past','RADIO/TV',12749,'500<=X<1000','4<=X<7',4,MALE_SINGLE,n,n,'<=1',n,n,37,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',9,'existing credits paid back duly till now','RADIO/TV',1366,'<100','<1',3,EMPTY,n,n,'>=4',n,n,22,n,RENT,1,'skilled employee / official',1,n,n,bad
'0<=X<200',12,'existing credits paid back duly till now','NEW_CAR',2002,'<100','4<=X<7',3,MALE_SINGLE,n,n,'>=4',n,n,30,n,RENT,1,'skilled employee / official',2,y,n,good
'<0',24,'all credits at this bank paid back duly','FURNITURE',6872,'<100','<1',2,MALE_DIV,n,n,'<=1',n,n,55,y,OWN_RES,1,'skilled employee / official',1,y,n,bad
'<0',12,'all credits at this bank paid back duly','NEW_CAR',697,'<100','<1',4,MALE_SINGLE,n,n,'1<X<=2',n,n,46,y,OWN_RES,2,'skilled employee / official',1,y,n,bad
'<0',18,'critical account','FURNITURE',1049,'<100','<1',4,EMPTY,n,n,'>=4',n,n,21,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',48,'existing credits paid back duly till now','USED_CAR',10297,'<100','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,y,39,y,EMPTY,3,'skilled employee / official',2,y,n,bad
'unknown',30,'existing credits paid back duly till now','RADIO/TV',1867,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,58,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',12,'delay in paying off in the past','NEW_CAR',1344,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',y,n,43,n,OWN_RES,2,'unskilled - resident',2,n,n,good
'<0',24,'existing credits paid back duly till now','FURNITURE',1747,'<100','<1',4,MALE_SINGLE,y,n,'<=1',n,n,24,n,OWN_RES,1,'unskilled - resident',1,n,y,good
'0<=X<200',9,'existing credits paid back duly till now','RADIO/TV',1670,'<100','<1',4,EMPTY,n,n,'1<X<=2',n,n,22,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',9,'critical account','NEW_CAR',1224,'<100','1<=X<4',3,MALE_SINGLE,n,n,'<=1',y,n,30,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',12,'critical account','RADIO/TV',522,'500<=X<1000','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,42,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'<0',12,'existing credits paid back duly till now','RADIO/TV',1498,'<100','1<=X<4',4,EMPTY,n,n,'<=1',n,n,23,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',30,'delay in paying off in the past','RADIO/TV',1919,'100<=X<500','<1',4,MALE_SINGLE,n,n,'2<X<=3',n,y,30,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,n,n,bad
'>=200',9,'existing credits paid back duly till now','RADIO/TV',745,'<100','1<=X<4',3,EMPTY,n,n,'1<X<=2',y,n,28,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'0<=X<200',6,'existing credits paid back duly till now','RADIO/TV',2063,'<100','<1',4,MALE_MAR,n,n,'2<X<=3',n,n,30,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',60,'existing credits paid back duly till now','EDUCATION',6288,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,y,42,n,EMPTY,1,'skilled employee / official',1,n,n,bad
'unknown',24,'critical account','USED_CAR',6842,'unknown','1<=X<4',2,MALE_SINGLE,n,n,'>=4',n,n,46,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'unknown',12,'existing credits paid back duly till now','NEW_CAR',3527,'unknown','<1',2,MALE_SINGLE,n,n,'2<X<=3',n,n,45,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'unknown',10,'existing credits paid back duly till now','NEW_CAR',1546,'<100','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',y,n,31,n,OWN_RES,1,'unskilled - resident',2,n,y,good
'unknown',24,'existing credits paid back duly till now','FURNITURE',929,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,31,y,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',4,'critical account','NEW_CAR',1455,'<100','4<=X<7',2,MALE_SINGLE,n,n,'<=1',y,n,42,n,OWN_RES,3,'unskilled - resident',2,n,n,good
'<0',15,'existing credits paid back duly till now','FURNITURE',1845,'<100','<1',4,EMPTY,n,y,'<=1',n,n,46,n,RENT,1,'skilled employee / official',1,n,n,good
'0<=X<200',48,'no credits taken','NEW_CAR',8358,'500<=X<1000','<1',1,EMPTY,n,n,'<=1',n,n,30,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',24,'all credits at this bank paid back duly','FURNITURE',3349,'500<=X<1000','<1',4,MALE_SINGLE,n,n,'>=4',n,y,30,n,EMPTY,1,'skilled employee / official',2,y,n,bad
'unknown',12,'existing credits paid back duly till now','NEW_CAR',2859,'unknown','unemployed',4,MALE_SINGLE,n,n,'>=4',n,y,38,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',18,'existing credits paid back duly till now','FURNITURE',1533,'<100','<1',4,MALE_MAR,y,n,'<=1',n,n,43,n,OWN_RES,1,'unskilled - resident',2,n,n,bad
'unknown',24,'existing credits paid back duly till now','RADIO/TV',3621,'100<=X<500','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,31,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'0<=X<200',18,'critical account','RETRAINING',3590,'<100','unemployed',3,MALE_MAR,n,n,'2<X<=3',n,n,40,n,OWN_RES,3,'unemployed/ unskilled  - non-resident',2,y,n,good
'<0',36,'delay in paying off in the past','RETRAINING',2145,'<100','4<=X<7',2,MALE_SINGLE,n,n,'<=1',n,n,24,n,OWN_RES,2,'skilled employee / official',1,y,n,bad
'0<=X<200',24,'existing credits paid back duly till now','USED_CAR',4113,'500<=X<1000','<1',3,EMPTY,n,n,'>=4',n,n,28,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',36,'existing credits paid back duly till now','FURNITURE',10974,'<100','unemployed',4,EMPTY,n,n,'1<X<=2',n,n,26,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'<0',12,'existing credits paid back duly till now','NEW_CAR',1893,'<100','1<=X<4',4,EMPTY,n,y,'>=4',n,n,29,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',24,'critical account','RADIO/TV',1231,'>=1000','>=7',4,EMPTY,n,n,'>=4',n,n,57,n,RENT,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'>=200',30,'critical account','RADIO/TV',3656,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,49,y,OWN_RES,2,'unskilled - resident',1,n,n,good
'0<=X<200',9,'critical account','RADIO/TV',1154,'<100','>=7',2,MALE_SINGLE,n,n,'>=4',y,n,37,n,OWN_RES,3,'unskilled - resident',1,n,n,good
'<0',28,'existing credits paid back duly till now','NEW_CAR',4006,'<100','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',n,n,45,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'0<=X<200',24,'existing credits paid back duly till now','FURNITURE',3069,'100<=X<500','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,30,n,EMPTY,1,'skilled employee / official',1,n,n,good
'unknown',6,'critical account','RADIO/TV',1740,'<100','>=7',2,MALE_MAR,n,n,'1<X<=2',y,n,30,n,RENT,2,'skilled employee / official',1,n,n,good
'0<=X<200',21,'delay in paying off in the past','NEW_CAR',2353,'<100','1<=X<4',1,MALE_DIV,n,n,'>=4',n,n,47,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',15,'existing credits paid back duly till now','NEW_CAR',3556,'unknown','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',n,y,29,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',2397,'500<=X<1000','>=7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,35,y,OWN_RES,2,'skilled employee / official',1,y,n,bad
'0<=X<200',6,'existing credits paid back duly till now',EMPTY,454,'<100','<1',3,MALE_MAR,n,n,'<=1',n,n,22,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',30,'existing credits paid back duly till now','RADIO/TV',1715,'unknown','1<=X<4',4,EMPTY,n,n,'<=1',n,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',27,'critical account','RADIO/TV',2520,'500<=X<1000','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,23,n,OWN_RES,2,'unskilled - resident',1,n,n,bad
'unknown',15,'existing credits paid back duly till now','RADIO/TV',3568,'<100','>=7',4,EMPTY,n,n,'1<X<=2',n,n,54,y,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',42,'existing credits paid back duly till now','RADIO/TV',7166,'unknown','4<=X<7',2,MALE_MAR,n,n,'>=4',n,n,29,n,RENT,1,'skilled employee / official',1,y,n,good
'<0',11,'critical account','NEW_CAR',3939,'<100','1<=X<4',1,MALE_SINGLE,n,n,'1<X<=2',y,n,40,n,OWN_RES,2,'unskilled - resident',2,n,n,good
'0<=X<200',15,'existing credits paid back duly till now',EMPTY,1514,'100<=X<500','1<=X<4',4,MALE_SINGLE,n,y,'1<X<=2',y,n,22,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','NEW_CAR',7393,'<100','1<=X<4',1,MALE_SINGLE,n,n,'>=4',n,n,43,n,OWN_RES,1,'unskilled - resident',2,n,n,good
